Intersection,City,State,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopH,WalkComH,HseHldH,WalkComPctH,PopQ,WalkComQ,HseHldQ,WalkComPctQ,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsH,SchoolsQ,SchoolsT,Signal,MaxSlope,EmpSF_H,EmpSF_Q,EmpSF_T,EmpH,EmpQ,EmpT,StMetersH,StSegH,StMetersQ,StSegQ,StMetersT,StSegT,logPopH,logWalkComH,logHseHldH,logWalkComPctH,logPopQ,logWalkComQ,logHseHldQ,logWalkComPctQ,logPopT,logWalkComT,logHseHldT,logMaxSlope,logEmpSF_H,logEmpSF_Q,logEmpSF_T,logEmpH,logEmpQ,logEmpT,logStMetersH,logStSegH,logStMetersQ,logStSegQ,logStMetersT,logStSegT
MacArthur Boulevard & 38th Avenue,Oakland,CA,37.7907965,-122.1979519,4,Alameda,503405,13.1291503,10684.26832,11.52006797,3879.523752,0.002235486,3209.759582,2.977784867,1120.098265,0.001953584,519.2161607,0.575741935,183.7024163,0,1,0,1,3,2,1,0,0.0122,573750,302500,125000,1239,590,180,41176.43009,465,41176.43009,465,10483.51324,108,9.276527781,2.444177357,8.263467939,-5.733576253,8.073951628,1.091515455,7.02117259,-5.824735931,6.252322217,-0.550360366,5.213322589,-4.327538449,13.25994904,12.61983656,11.73606902,7.122060689,6.380124232,5.192962406,10.62562129,6.142037406,10.62562129,6.142037406,9.257559134,4.682131227
Telegraph Avenue & 27th Street,Oakland,CA,37.8161306,-122.267929,4,Alameda,788757,13.57821357,11651.00083,580.8100144,5658.585201,0.105129612,2921.084189,194.5878956,1248.248945,0.131485431,518.6590589,37.07792643,215.7844876,1,1,0,1,2,1,0,1,0.0092,8765000,1745000,317500,19512,1880,276,46636.28977,802,46636.28977,802,14573.24295,263,9.363147449,6.364425427,8.640929352,-2.24309418,7.979710466,5.270889105,7.129497805,-2.021282594,6.251248676,3.613048787,5.374284801,-4.585367559,15.98627708,14.37226511,12.6682331,9.878784991,7.539027588,5.620404489,10.75013427,6.687108608,10.75013427,6.687108608,9.586942452,5.572154032
Webster Street & 7th Street,Oakland,CA,37.7985795,-122.2717904,4,Alameda,2348910,14.66946195,10040.03409,1161.503915,5221.774893,0.233437973,2912.836068,355.3152916,1502.544819,0.305559138,527.962681,73.54803919,282.1204074,1,1,0,1,7,3,0,1,0.0098,19061250,4265000,807500,35335,10306,1148,49482.86822,910,49482.86822,910,18243.68057,427,9.214335888,7.057471784,8.560592832,-1.450564232,7.976882823,5.873008355,7.314916161,-1.182344596,6.269027495,4.297952384,5.642337501,-4.528209145,16.76316804,15.26595274,13.60169834,10.47262928,9.240481626,7.045777448,10.80938179,6.8134446,10.80938179,6.8134446,9.811574029,6.056784013
Grand Avenue & Oakland Avenue,Piedmont,CA,37.8227454,-122.2434654,4,Alameda,285662,12.56256458,10438.03157,198.7242523,5052.793445,0.033093575,1866.567709,21.2619856,697.0105762,0.022825954,283.8141617,2.459265419,103.2090913,0,1,0,1,1,1,0,1,0.1124,863750,130000,0,1515,272,7,35078.92307,361,35078.92307,361,9689.352807,106,9.253211392,5.291923229,8.527696725,-3.378646336,7.531857109,3.056967796,6.546802019,-3.736979788,5.648323187,0.900269238,4.636766632,-2.176833888,13.66903866,11.77528974,-6.907755279,7.323171378,5.605805743,1.946052996,10.46535575,5.888877958,10.46535575,5.888877958,9.178782913,4.663439094
Main Street & Bernal Avenue,Pleasanton,CA,37.6565218,-121.8789044,4,Alameda,78249,11.26765134,3603.572948,76.7871342,1380.272832,0.042758128,901.1707082,18.71854131,345.1869575,0.041392123,105.4892732,1.819339591,41.6629533,1,0,0,0,6,1,0,0,0.0107,2397500,795000,125000,4028,1397,383,24357.32224,284,24357.32224,284,8174.476203,109,8.189681395,4.341050126,7.230037188,-3.129077891,6.803695815,2.929567968,5.844089073,-3.160792712,4.658618752,0.599023072,3.729636326,-4.448166437,14.68993709,13.58609739,11.73606902,8.301025502,7.242083075,5.9480376,10.10058779,5.648974238,10.10058779,5.648974238,9.008771921,4.691347882
Andrew Drive & Owens Drive,Pleasanton,CA,37.6928136,-121.8832979,4,Alameda,183056,12.1175474,5359.747452,149.0075311,1926.906922,0.059485431,1945.48128,64.82570915,733.3741392,0.07059908,410.3230841,14.09637797,155.8641899,1,0,1,0,0,0,0,0,0.0036,2073750,1101250,0,3410,1528,5,31774.8016,434,31774.8016,434,7453.173804,108,8.586672322,5.00400356,7.563671884,-2.805352753,7.573265184,4.171717697,6.597657357,-2.636673054,6.016947296,2.645988821,5.048991466,-5.381698975,14.54486912,13.91195646,-6.907755279,8.134467864,7.331715624,1.609637892,10.36642885,6.073044534,10.36642885,6.073044534,8.916395235,4.682131227
Hopyard Road & Stoneridge Drive,Pleasanton,CA,37.6915709,-121.9037873,4,Alameda,155427,11.95393145,2256.447174,4.723313332,733.2789949,0.004557565,657.5206136,1.110518406,222.5084538,0.003746531,114.6892288,0.169568396,39.14029003,1,1,0,1,1,0,0,1,0.0031,5242500,2618750,87500,12114,3063,97,26097.56198,236,26097.56198,236,8286.292345,82,7.721547251,1.552722224,6.597527614,-5.192595184,6.488477636,0.105727014,5.40496959,-5.350341244,4.742234831,-1.768618913,3.667177921,-5.496768305,15.47230904,14.77820766,11.37939408,9.40211717,8.027150433,4.574721288,10.16959718,5.463831805,10.16959718,5.463831805,9.022357904,4.406719247
Bancroft Avenue & Estudillo Avenue,San Leandro,CA,37.7271984,-122.1478806,4,Alameda,343947,12.74824286,7917.325835,79.22067294,3223.422787,0.020406726,2097.905989,12.3824478,835.2882725,0.013299884,347.8466371,1.611678831,141.3100123,0,2,0,1,2,2,1,0,0.006,1596250,480000,138750,2494,790,291,35793.35564,338,35793.35564,338,9490.8048,89,8.976808907,4.37224991,8.078199362,-3.844050099,7.648695455,2.516360726,6.727778099,-4.247503854,5.851764559,0.477896666,4.950963222,-4.96184513,14.28316769,13.08154138,11.84042904,7.821643527,6.672034211,5.673326704,10.48551756,5.823045895,10.48551756,5.823045895,9.158078693,4.48863637
Pierce Avenue & Davis Street,San Leandro,CA,37.7211573,-122.1705023,4,Alameda,107554,11.58574834,8383.146977,180.3491204,2741.475071,0.043826978,2480.983043,45.84972533,782.5310802,0.036677175,378.8651892,6.129856539,115.2161239,1,0,0,1,0,0,0,0,0.0056,508750,33750,12500,1863,128,57,35444.46087,328,35444.46087,328,10573.56453,95,9.033978777,5.194900075,7.916251766,-3.104945141,7.816410552,3.825391018,6.662534919,-3.278700806,5.93718308,1.813334469,4.746818382,-5.02068563,13.13971202,10.42673573,9.433484003,7.529943907,4.852038076,4.043068812,10.47572227,5.793013608,10.47572227,5.793013608,9.266112253,4.553876892
Hesperian Boulevard & East 14th Street,San Leandro,CA,37.7063765,-122.1300337,4,Alameda,224354,12.32098044,7536.86936,26.07376371,2524.729217,0.007159566,1901.319223,0.539917086,633.3852815,0.000583817,308.2229916,0,102.219734,1,1,0,1,0,0,0,1,0.0041,2660000,797500,333750,3404,1213,386,39572.17713,451,39572.17713,451,9897.01047,127,8.927562303,3.260967939,7.833889491,-4.808564323,7.550303778,-0.614489273,6.451080475,-6.447917523,5.730826764,-6.907755279,4.627134534,-5.278514739,14.79383668,13.58923711,12.71814749,8.132706783,7.100852733,5.95583996,10.58588155,6.11146734,10.58588155,6.11146734,9.199988018,4.844187086
East 14th Street & Maud Avenue,San Leandro,CA,37.7221058,-122.1518983,4,Alameda,405184,12.91209657,9472.56949,139.8984685,3795.182832,0.029669427,2493.005135,28.82802143,887.3132111,0.024997406,399.2961257,3.096547687,145.2778892,1,0,0,0,3,0,0,0,0.0015,2552500,716250,101250,4127,1265,205,38288.18516,484,38288.18516,484,9902.472465,100,9.156155584,4.940924082,8.241488129,-3.484488973,7.821244544,3.361382568,6.78819916,-3.649758515,5.989705816,1.13061073,4.978655269,-5.991464547,14.75258383,13.48178455,11.52534799,8.325306272,7.142828192,5.323014857,10.55289665,6.182084907,10.55289665,6.182084907,9.200539749,4.605170186
Masonic Avenue & Solano Avenue,Albany,CA,37.8905778,-122.2935761,4,Alameda,1246484,14.03583735,10478.48184,338.8890589,4109.232832,0.06568479,2521.044995,97.94909981,950.6845839,0.081217478,406.044461,15.885436,147.8956039,0,1,0,1,5,2,1,1,0.0254,1656250,465000,107500,3666,1101,224,38729.37298,325,38729.37298,325,12224.19559,86,9.25707918,5.825675745,8.320991875,-2.707778395,7.832429172,4.584458163,6.857183392,-2.498387372,6.006465126,2.765465663,4.996513407,-3.634391269,14.32006657,13.04979269,11.58524614,8.206856701,7.003975045,5.411650516,10.56435358,5.783825182,10.56435358,5.783825182,9.411172512,4.454347296
Dyer Street & Alvarado Niles Road,Union City,CA,37.5969519,-122.0709724,4,Alameda,174196,12.06793639,6173.65913,66.46069478,1550.299238,0.030061597,1515.72115,10.71879611,369.5450276,0.018199981,249.0900422,1.49004949,58.85522391,2,0,0,1,1,0,0,1,0.01,1207500,276250,31250,2820,445,53,29625.78845,310,29625.78845,310,8552.269481,78,8.728047155,4.196625763,7.346203893,-3.471783032,7.323647271,2.372092136,5.9122753,-3.95284599,5.517818461,0.399480228,4.075097587,-4.509860006,14.00406267,12.52906154,10.34977469,7.944492519,6.098076529,3.970310781,10.29640049,5.736572297,10.29640049,5.736572297,9.053951963,4.356708827
Decato Road & Alvarado Niles Road,Union City,CA,37.5871688,-122.0215264,4,Alameda,748377,13.52566214,8428.208408,128.3428757,2738.522157,0.041222026,2466.019534,42.49297646,788.5966595,0.0470337,396.3939696,6.840577214,126.6158617,2,0,0,1,3,0,0,1,0.0028,862500,553750,96250,2305,1539,126,28672.4722,315,28672.4722,315,8384.346582,89,9.039339621,4.85471319,7.91517406,-3.164813242,7.810361011,3.749362336,6.670256254,-3.035852431,5.982411112,1.923018292,4.84116569,-5.572754212,13.66759043,13.2244686,11.47470426,7.742836389,7.338888784,4.836289843,10.26369278,5.752572639,10.26369278,5.752572639,9.034121744,4.48863637
Decato Road & 7th Street,Union City,CA,37.5979987,-122.0178516,4,Alameda,102861,11.54113385,7283.164975,47.00879719,1815.507538,0.021532952,2291.481515,10.97458735,513.0103429,0.018286175,390.1007867,1.380902017,85.57085177,1,0,0,1,2,1,0,1,0.0145,395000,48750,7500,915,241,66,31337.50709,323,31337.50709,323,9366.589092,96,8.893320933,3.850356031,7.504120894,-3.792776529,7.736954274,2.395673475,6.240297956,-3.948366761,5.966407697,0.323460823,4.449356395,-4.166915255,12.88664105,10.7944605,8.922658433,6.818925158,5.484801083,4.189669893,10.35257097,5.777652323,10.35257097,5.777652323,9.144904285,4.564348191
Jackson Street & Buchanan Street,Albany,CA,37.8875843,-122.3008686,4,Alameda,542965,13.20480014,8272.237723,199.2391921,3264.128422,0.050696443,1990.435633,33.65267406,790.2453976,0.038766586,347.0775636,5.216240826,140.0169228,1,0,0,1,4,1,1,1,0.018,1347500,361250,2500,3586,1041,11,39675.83736,408,39675.83736,408,10613.80878,109,9.020660455,5.294511092,8.090748367,-2.962366309,7.596109307,3.516122235,6.672344793,-3.224728267,5.849551162,1.651968685,4.941770434,-3.9633163,14.11376158,12.79732552,7.824046411,8.184792933,6.947938029,2.397986178,10.58849765,6.011267174,10.58849765,6.011267174,9.269911147,4.691347882
Telegraph Avenue & 40th Street,Oakland,CA,37.8291068,-122.2644705,4,Alameda,2168678,14.58962832,9411.148707,239.6694553,4439.85691,0.042888183,2775.35125,45.7570059,1376.933686,0.027316576,496.3095163,7.103939416,255.2479293,1,1,0,1,3,0,0,1,0.0132,1365000,363750,138750,6191,719,212,51732.76556,930,51732.76556,930,15206.62742,247,9.149650404,5.479264877,8.398377653,-3.12611017,7.928532955,3.823366769,7.227615066,-3.564307921,6.207201772,1.960790235,5.542239262,-4.254513314,14.12666499,12.8042221,11.84042904,8.730852065,6.577862749,5.356590992,10.85384662,6.835184586,10.85384662,6.835184586,9.629486626,5.509388337
Fremont Boulevard & Union Street,Fremont,CA,37.5329241,-121.9591129,4,Alameda,390340,12.87477344,8792.186234,52.9427241,2990.821262,0.01855602,2552.649104,12.88943707,857.2474638,0.017300548,412.8714279,1.967564395,139.3808057,1,0,0,0,4,0,0,1,0.0028,1355000,991250,422500,2470,1581,502,29762.39577,351,29762.39577,351,8105.076769,92,9.081618792,3.96922954,8.003303632,-3.934472091,7.844887355,2.556485724,6.753727799,-4.000824274,6.023138654,0.677304544,4.937216971,-5.572754212,14.11931201,13.80672205,12.95394473,7.811973834,7.36581347,6.218602112,10.30100099,5.860786223,10.30100099,5.860786223,9.000245906,4.521788577
Decoto Road & Paseo Padre Parkway,Fremont,CA,37.5769858,-122.0269692,4,Alameda,22070,10.00197454,6410.464202,32.21643528,2085.250314,0.013079768,1383.312456,5.334796757,463.1342982,0.009554297,213.7029627,0.741844247,72.34204033,2,0,0,1,1,1,0,1,0.0115,172500,12500,1250,405,28,4,30169.88384,316,30169.88384,316,9234.563436,113,8.765687122,3.472507774,7.642644661,-4.263016419,7.232236955,1.674438219,6.138019232,-4.551222203,5.364591705,-0.297268883,4.281419254,-4.382026635,12.05815252,9.433484003,7.13089963,6.003889536,3.332240224,1.38654433,10.31459948,5.755742214,10.31459948,5.755742214,9.130708619,4.727387819
LINCOLN BOULEVARD & BLUFF CREEK DRIVE,0,CA,33.967652,-118.427404,7,Los Angeles,101932,11.53206121,4764.359436,461.0572947,1592.306254,0.182804243,983.2114454,57.06520088,383.1555027,0.106602756,158.8073099,2.361781714,71.34618849,1,0,0,0,1,0,0,0,0.0223,387500,3750,0,2072,42,20,26573.76265,195,26573.76265,195,7217.077942,57,8.468918586,6.133524488,7.372939346,-1.693883986,6.890825216,4.044212013,5.948443529,-2.229309018,5.067697877,0.859839617,4.267557939,-3.759301918,12.86747113,8.229511386,-6.907755279,7.636270086,3.737693428,2.995782272,10.18767964,5.272999559,10.18767964,5.272999559,8.884205433,4.043051268
CENTINELA AVENUE & JEFFERSON BOULEVARD,0,CA,33.981277,-118.409115,7,Los Angeles,83778,11.33592573,5854.243383,105.6944633,2600.863452,0.033723909,1639.232898,23.05218072,755.6666886,0.025771735,262.7185256,3.600883879,121.0763289,1,0,0,1,1,1,1,1,0.0014,1083750,275000,80000,5223,716,163,34548.05614,378,34548.05614,378,7983.192145,88,8.674922213,4.660561971,7.86359915,-3.360326806,7.401984276,3.137803752,6.627601714,-3.620408612,5.571087021,1.281457008,4.796429423,-6.032286542,13.89593781,12.52452638,11.28978193,8.56082742,6.573681564,5.093756336,10.45010657,5.934894196,10.45010657,5.934894196,8.985093629,4.477336814
CENTINELA AVENUE & CULVER BOULEVARD,0,CA,33.9909885,-118.4209158,7,Los Angeles,529409,13.17951657,10964.76057,137.5424856,4253.804474,0.022356818,2410.381303,29.42260793,996.9142868,0.020348061,382.6316334,4.959802601,165.3816015,2,0,0,1,4,0,0,0,0.0054,301250,86250,15000,10260,9446,9225,40224.47241,418,40224.47241,418,12250.79409,125,9.302441916,4.923940126,8.355569267,-3.756866335,7.787540646,3.381797343,6.904665798,-3.846794363,5.947075347,1.601567542,5.108261587,-5.051457289,12.61569577,11.36500535,9.615805547,9.236008216,9.153346756,9.129672577,10.60223086,6.035481433,10.60223086,6.035481433,9.413346037,4.828313737
LA BREA AVENUE & CENTINELA AVENUE,0,CA,33.976238,-118.357598,7,Los Angeles,677558,13.42625044,12730.22073,111.8355841,5038.714648,0.018782019,3328.24286,29.27959561,1390.547261,0.018552832,521.0289703,4.681414193,211.7338441,1,1,0,1,3,2,0,1,0.0296,785000,456250,232500,1945,1010,315,33036.42809,297,33036.42809,297,10169.46056,89,9.451734109,4.717038735,8.524906497,-3.922981866,8.110200074,3.376925031,7.237453381,-3.934635144,6.255807565,1.54381383,5.355334756,-3.48675527,13.573439,13.03079619,12.35664551,7.57301777,6.9177066,5.752575813,10.40536611,5.693732139,10.40536611,5.693732139,9.227144445,4.48863637
LA CIENEGA BOULEVARD & CENTINELA AVENUE,0,CA,33.977292,-118.370284,7,Los Angeles,225477,12.32597344,12521.58496,70.81009603,5128.381336,0.011909197,2875.714626,12.49161364,1149.935267,0.009649347,387.1087037,0.048592998,141.3378379,2,0,0,1,3,0,0,1,0.018,1760000,1578750,352500,2389,1863,661,34156.43637,306,34156.43637,306,11651.0248,114,9.435209311,4.260015712,8.542545554,-4.349815255,7.964056836,2.525137561,7.0474618,-4.542256703,5.958708125,-3.003905625,4.951160113,-3.9633163,14.38082437,14.27214395,12.7728059,7.778630566,7.529943907,6.493755353,10.43870632,5.723585102,10.43870632,5.723585102,9.363149421,4.736198448
LA TIEJERA BOULEVARD & CENTINELA BOULEVARD,0,CA,33.9773011,-118.3717949,7,Los Angeles,428674,12.968452,12027.3234,81.26691997,5041.999589,0.013834209,2669.324272,19.29242262,1130.844427,0.014836968,279.9097248,1.210796538,117.0502943,2,0,0,1,4,0,0,1,0.0214,1746250,1475000,848750,4299,1713,816,33751.05037,300,33751.05037,300,11349.11427,116,9.394936374,4.39775135,8.525558225,-4.210819321,7.889581012,2.959764241,7.030720797,-4.145408325,5.634470712,0.192104001,4.762612252,-3.79869432,14.37298119,14.20416855,13.65151996,8.366137949,7.446002082,6.70441558,10.42676682,5.703782475,10.42676682,5.703782475,9.336894982,4.753590191
CENTINELA AVENUE & VENICE BOULEVARD,0,CA,34.003785,-118.433641,7,Los Angeles,1423612,14.16870786,13430.00202,84.05806577,5718.065486,0.01167696,2939.879449,4.745711124,1227.919429,0.003176431,440.6587671,0.62029226,181.5641514,2,0,0,1,2,0,0,1,0.0143,1763750,998750,501250,3494,2003,613,43596.45949,472,43596.45949,472,13605.74027,162,9.505246514,4.431519716,8.651386,-4.367969093,7.986124196,1.557451983,7.113077309,-5.478298225,6.088273075,-0.47595368,5.20161455,-4.179902451,14.38295278,13.81425978,13.12486026,8.158802777,7.602401835,6.418366567,10.68273122,6.156978986,10.68273122,6.156978986,9.518247061,5.087596335
CENTINELA AVENUE & WASHINGTON BOULEVARD,0,CA,33.996967,-118.428439,7,Los Angeles,527627,13.17614488,13718.81439,212.180873,5568.62898,0.028043219,2938.991774,75.5618261,1080.939594,0.050818666,420.6834006,9.296791259,153.5810822,2,0,0,1,5,1,0,0,0.0057,1127500,426250,66250,2478,1035,202,37237.5583,421,37237.5583,421,11390.22544,154,9.526523556,5.357443798,8.624904339,-3.538970233,7.985822208,4.324964444,6.985586861,-2.960004847,6.04188291,2.229776873,5.034235162,-5.005647753,13.93551335,12.96278131,11.10119076,7.815207466,6.942157672,5.308272648,10.52507316,6.042632834,10.52507316,6.042632834,9.340510849,5.036952602
CENTINELA AVENUE & SR-90 EAST BOUND ON/OFF RAMPS,0,CA,33.985118,-118.413637,7,Los Angeles,29411,10.28912407,7043.056693,85.70990706,2846.65188,0.023791786,1568.069979,13.22462084,679.9077659,0.016062044,241.830425,2.194839655,107.04496,0,0,0,0,1,0,0,0,0.0705,835000,222500,1250,4260,1975,3,36494.793,436,36494.793,436,11480.7999,120,8.859797686,4.450980088,7.953899155,-3.697242884,7.357601467,2.582155921,6.521958621,-4.070898932,5.488240893,0.786564504,4.673258275,-2.638057829,13.63518701,12.31268239,7.13089963,8.357024674,7.588324184,1.098945566,10.50492487,6.077642243,10.50492487,6.077642243,9.348431345,4.787491743
CENTINELA AVENUE & STANDFORD/SR-90 WEST BOUND RAMPS,0,CA,33.986186,-118.414946,7,Los Angeles,36541,10.50619022,7575.452206,86.57269916,3003.172222,0.022462495,1625.7409,9.673013432,663.0736575,0.011568301,243.5323165,1.378140122,101.6490035,0,0,0,0,2,0,0,0,0.0489,683750,211250,1250,13264,1875,8,36800.8308,429,36800.8308,429,12261.96561,129,8.932668458,4.460996065,8.007424749,-3.752352091,7.393719544,2.269443263,6.496887589,-4.376577429,5.495253757,0.321460205,4.621535575,-2.997734276,13.43534763,12.26079755,7.13089963,9.492808953,7.536364472,2.079566534,10.5132757,6.061456919,10.5132757,6.061456919,9.414257523,4.859812404
LA BREA AVENUE & HAWTHORNE BOULEVARD / CENTURY BOULEVARD,0,CA,33.94548,-118.35271,7,Los Angeles,1010745,13.82619824,15403.32961,301.3260755,4221.487578,0.048111271,3436.361474,86.89519489,904.3876433,0.064307634,537.1804835,13.61288276,140.90169,2,0,0,1,5,0,0,1,0.011,1456250,440000,262500,3677,572,280,33728.2754,292,33728.2754,292,11815.34979,116,9.642339039,5.708196304,8.347943089,-3.013666719,8.142168771,4.464714244,6.807259183,-2.728646343,6.286335996,2.611090063,4.94806951,-4.422848629,14.1913752,12.99453001,12.47800636,8.209852753,6.34914074,5.634793175,10.4260918,5.676753802,10.4260918,5.676753802,9.377154795,4.753590191
INGLEWOOD AVENUE & CENTURY BOULEVARD,0,CA,33.94544,-118.361331,7,Los Angeles,538565,13.19666348,14148.7269,172.3866977,3585.795769,0.029167407,2958.594133,14.58704654,807.322859,0.011340148,442.1773533,0.835985918,122.6937138,1,1,0,1,5,0,0,0,0.0028,923750,278750,128750,1800,628,193,37728.00689,364,37728.00689,364,6404.644659,70,9.557379998,5.149745997,8.184735979,-3.50099319,7.992469817,2.680202463,6.6937249,-4.394897267,6.091713315,-0.177948033,4.809699268,-5.572754212,13.73619675,12.53807061,11.76562783,7.495542499,6.442541759,5.26269537,10.53815799,5.897153868,10.53815799,5.897153868,8.764778734,4.248495242
LA CIENEGA BOULEVARD & CENTURY BOULEVARD,0,CA,33.94542,-118.370037,7,Los Angeles,606694,13.31577983,7628.8069,68.4793753,2158.792022,0.020320337,2318.117718,29.06822603,683.3686136,0.028678109,379.9968017,4.984154805,112.8089365,2,0,0,1,2,0,0,0,0.0074,2158750,1263750,648750,5767,3286,1749,39372.32498,394,39372.32498,394,18584.40034,182,8.939686874,4.226547212,7.677304559,-3.84809386,7.748511238,3.36968009,6.527035875,-3.517345576,5.940165468,1.606464457,4.725704425,-4.779523573,14.58503991,14.04959405,13.38280272,8.659907467,8.097426603,7.466800047,10.58081844,5.976350909,10.58081844,5.976350909,9.830077817,5.204006687
